"Market Place","Crop Variety","Producer Min","Producer Max","Wholesale Min","Wholesale Max","Retail Min","Retail Max","Volume","Collection Date"
"Dilla","White Teff (Quintal)",0,0,4300,4500,4400,4600,"Sufficient","2021-04-03"
"Woldia Gebeya","White Teff (Quintal)",4140,4278,0,0,4347,4485,"Under","2021-04-06"
"Adama City","White Teff (Quintal)",0,0,4300,4400,4500,4600,"Over","2021-04-08"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,0,0,4000,4300,"Under","2021-04-08"
"Bonga","White Teff (Quintal)",0,0,4200,4300,4400,4500,"Sufficient","2021-04-10"
"Woldia Gebeya","White Teff (Quintal)",4347,4485,0,0,4554,4623,"Sufficient","2021-04-13"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,0,0,4100,4250,"Under","2021-04-15"
"Adama City","White Teff (Quintal)",0,0,4400,4500,4600,4700,"Sufficient","2021-04-15"
"Dilla","White Teff (Quintal)",0,0,4300,4500,4400,4600,"Sufficient","2021-04-17"
"Bonga","White Teff (Quintal)",0,0,4200,4300,4400,4500,"Sufficient","2021-04-17"
"Woldia Gebeya","White Teff (Quintal)",4347,4485,0,0,4554,4623,"Sufficient","2021-04-20"
"Adama City","White Teff (Quintal)",0,0,4500,4600,4700,4800,"Sufficient","2021-04-22"
"Bonga","White Teff (Quintal)",0,0,4200,4300,4400,4500,"Sufficient","2021-04-24"
"Dilla","White Teff (Quintal)",0,0,4300,4500,4500,4600,"Sufficient","2021-04-24"
"Woldia Gebeya","White Teff (Quintal)",4278,4347,0,0,4347,4485,"Sufficient","2021-04-27"
"Adama City","White Teff (Quintal)",0,0,4500,4600,4700,4800,"Sufficient","2021-04-29"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,0,0,4200,4500,"Under","2021-04-29"
"Dilla","White Teff (Quintal)",0,0,4300,4500,4500,4600,"Sufficient","2021-05-01"
"Woldia Gebeya","White Teff (Quintal)",4278,4347,0,0,4347,4485,"Sufficient","2021-05-04"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,0,0,4200,4500,"Sufficient","2021-05-06"
"Adama City","White Teff (Quintal)",0,0,4500,4600,4700,4800,"Sufficient","2021-05-06"
"Bonga","White Teff (Quintal)",0,0,4200,4300,4400,4500,"Sufficient","2021-05-08"
"Woldia Gebeya","White Teff (Quintal)",4347,4416,0,0,4416,4485,"Sufficient","2021-05-11"
"Bonga","White Teff (Quintal)",0,0,4200,4300,4400,4500,"Sufficient","2021-05-15"
"Dilla","White Teff (Quintal)",0,0,4300,4500,4500,4600,"Sufficient","2021-05-15"
"Woldia Gebeya","White Teff (Quintal)",4209,4347,0,0,4347,4416,"Over","2021-05-18"
"Adama City","White Teff (Quintal)",0,0,4500,4600,4700,4800,"Sufficient","2021-05-20"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4400,4500,4500,4600,"Sufficient","2021-05-20"
"Bonga","White Teff (Quintal)",0,0,4200,4300,4400,4500,"Sufficient","2021-05-22"
"Dilla","White Teff (Quintal)",0,0,4300,4600,4500,4700,"Sufficient","2021-05-22"
"Woldia Gebeya","White Teff (Quintal)",4071,4209,0,0,4278,4416,"Sufficient","2021-05-25"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4300,4400,4500,4600,"Sufficient","2021-05-27"
"Adama City","White Teff (Quintal)",0,0,4550,4600,4700,4800,"Sufficient","2021-05-27"
"Bonga","White Teff (Quintal)",0,0,4200,4300,4400,4500,"Sufficient","2021-05-29"
"Dilla","White Teff (Quintal)",0,0,4400,4600,4700,4800,"Sufficient","2021-05-29"
"Adama City","White Teff (Quintal)",0,0,4500,4600,4700,4800,"Sufficient","2021-06-03"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4300,4400,4500,4600,"Sufficient","2021-06-03"
"Bonga","White Teff (Quintal)",0,0,4200,4300,4400,4500,"Sufficient","2021-06-05"
"Dilla","White Teff (Quintal)",0,0,4500,4600,4700,4800,"Sufficient","2021-06-05"
"Adama City","White Teff (Quintal)",0,0,4450,4500,4700,4800,"Sufficient","2021-06-09"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4300,4450,4500,4700,"Sufficient","2021-06-10"
"Bonga","White Teff (Quintal)",0,0,4200,4300,4400,4500,"Sufficient","2021-06-12"
"Dilla","White Teff (Quintal)",0,0,4500,4600,4800,4900,"Sufficient","2021-06-12"
"Woldia Gebeya","White Teff (Quintal)",4140,4278,0,0,4347,4485,"Sufficient","2021-06-15"
"Adama City","White Teff (Quintal)",0,0,4700,4800,4900,5000,"Sufficient","2021-06-17"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4400,4500,4600,4800,"Sufficient","2021-06-17"
"Bonga","White Teff (Quintal)",0,0,4300,4400,4500,4600,"Sufficient","2021-06-19"
"Dilla","White Teff (Quintal)",0,0,4200,4600,4600,4800,"Sufficient","2021-06-19"
"Woldia Gebeya","White Teff (Quintal)",4416,4485,0,0,4485,4554,"Sufficient","2021-06-22"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4400,4500,4650,4800,"Sufficient","2021-06-24"
"Adama City","White Teff (Quintal)",0,0,4700,4800,4900,5000,"Sufficient","2021-06-24"
"Bonga","White Teff (Quintal)",0,0,4300,4400,4500,4600,"Sufficient","2021-06-26"
"Dilla","White Teff (Quintal)",0,0,4500,4600,4700,4800,"Sufficient","2021-06-26"
"Woldia Gebeya","White Teff (Quintal)",4485,4554,0,0,4554,4623,"Under","2021-06-29"
"Adama City","White Teff (Quintal)",0,0,4900,5000,5100,5200,"Sufficient","2021-07-01"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4400,4500,4700,4900,"Sufficient","2021-07-01"
"Bonga","White Teff (Quintal)",0,0,4300,4400,4500,4600,"Sufficient","2021-07-03"
"Dilla","White Teff (Quintal)",0,0,4500,4700,4600,4800,"Sufficient","2021-07-03"
"Woldia Gebeya","White Teff (Quintal)",4485,4554,0,0,4554,4623,"Sufficient","2021-07-06"
"Adama City","White Teff (Quintal)",0,0,4900,5000,5100,5200,"Sufficient","2021-07-08"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4400,4500,4600,4850,"Sufficient","2021-07-08"
"Bonga","White Teff (Quintal)",0,0,4300,4400,4500,4600,"Sufficient","2021-07-10"
"Dilla","White Teff (Quintal)",0,0,4450,5000,4600,5200,"Sufficient","2021-07-10"
"Adama City","White Teff (Quintal)",0,0,4700,4800,4900,5000,"Sufficient","2021-07-15"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4400,4500,4650,4850,"Sufficient","2021-07-15"
"Bonga","White Teff (Quintal)",0,0,4400,4500,4600,4700,"Sufficient","2021-07-17"
"Dilla","White Teff (Quintal)",0,0,4800,4800,5000,5000,"Sufficient","2021-07-17"
"Woldia Gebeya","White Teff (Quintal)",4347,4416,0,0,4416,4485,"Sufficient","2021-07-20"
"Adama City","White Teff (Quintal)",0,0,4700,4800,4900,5000,"Sufficient","2021-07-22"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4400,4500,4700,4900,"Sufficient","2021-07-22"
"Bonga","White Teff (Quintal)",0,0,4400,4500,4600,4700,"Sufficient","2021-07-24"
"Dilla","White Teff (Quintal)",0,0,4700,4900,4900,5000,"Sufficient","2021-07-24"
"Adama City","White Teff (Quintal)",0,0,4900,5000,5100,5200,"Sufficient","2021-07-29"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4450,4550,4650,4900,"Sufficient","2021-07-29"
"Bonga","White Teff (Quintal)",0,0,4400,4500,4600,4700,"Sufficient","2021-07-31"
"Dilla","White Teff (Quintal)",0,0,4650,4800,4750,5000,"Sufficient","2021-07-31"
"Adama City","White Teff (Quintal)",0,0,4900,5000,5100,5200,"Sufficient","2021-08-05"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4450,4550,4600,4850,"Sufficient","2021-08-05"
"Bonga","White Teff (Quintal)",0,0,4500,4600,4700,4800,"Sufficient","2021-08-07"
"Dilla","White Teff (Quintal)",0,0,4850,5050,5000,5200,"Sufficient","2021-08-07"
"Adama City","White Teff (Quintal)",0,0,5000,5100,5200,5300,"Sufficient","2021-08-12"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,0,0,4500,5000,"Under","2021-08-12"
"Adama City","White Teff (Quintal)",0,0,5000,5100,5200,5300,"Sufficient","2021-08-18"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4950,5000,5200,5300,"Sufficient","2021-08-19"
"Bonga","White Teff (Quintal)",0,0,4700,4800,4900,5000,"Sufficient","2021-08-21"
"Adama City","White Teff (Quintal)",0,0,4900,5000,5100,5200,"Sufficient","2021-08-26"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,5000,5000,5200,5400,"Sufficient","2021-08-26"
"Bonga","White Teff (Quintal)",0,0,4200,4300,4400,4500,"Sufficient","2021-08-28"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4800,5000,5400,5500,"Sufficient","2021-09-02"
"Bonga","White Teff (Quintal)",0,0,4700,4800,4900,5000,"Sufficient","2021-09-04"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4600,4800,4700,5200,"Sufficient","2021-09-09"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4500,4700,4700,5000,"Sufficient","2021-09-16"
"Bonga","White Teff (Quintal)",0,0,4700,4800,4900,5000,"Sufficient","2021-09-18"
"Adama City","White Teff (Quintal)",0,0,4700,4800,4900,5000,"Under","2021-09-23"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4500,4700,4700,5000,"Sufficient","2021-09-23"
"Dilla","White Teff (Quintal)",0,0,4900,4900,5000,5000,"Sufficient","2021-09-25"
"Bonga","White Teff (Quintal)",0,0,4700,4800,4900,5000,"Sufficient","2021-09-25"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4500,4750,4750,5000,"Sufficient","2021-09-30"
"Adama City","White Teff (Quintal)",0,0,4700,4800,4900,5000,"Sufficient","2021-09-30"
"Adama City","White Teff (Quintal)",0,0,4700,4800,4900,5000,"Sufficient","2021-10-07"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4500,4700,4700,5000,"Sufficient","2021-10-07"
"Bonga","White Teff (Quintal)",0,0,4700,4800,4900,5000,"Under","2021-10-09"
"Adama City","White Teff (Quintal)",0,0,4700,4800,4900,5000,"Sufficient","2021-10-14"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4200,4300,4500,4700,"Sufficient","2021-10-14"
"Bonga","White Teff (Quintal)",0,0,4700,4800,4900,5000,"Sufficient","2021-10-16"
"Adama City","White Teff (Quintal)",0,0,4700,4800,4900,5000,"Sufficient","2021-10-21"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4300,4500,4500,4750,"Sufficient","2021-10-21"
"Dilla","White Teff (Quintal)",0,0,4450,4625,4600,4700,"Sufficient","2021-10-23"
"Bonga","White Teff (Quintal)",0,0,4700,4800,4900,5000,"Sufficient","2021-10-23"
"Adama City","White Teff (Quintal)",0,0,4400,4500,4600,4700,"Sufficient","2021-10-27"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4100,4300,4500,4700,"Sufficient","2021-10-28"
"Dilla","White Teff (Quintal)",0,0,4000,4500,4500,4700,"Sufficient","2021-10-30"
"Bonga","White Teff (Quintal)",0,0,4400,4500,4600,4700,"Sufficient","2021-10-30"
"Adama City","White Teff (Quintal)",0,0,4200,4300,4400,4500,"Over","2021-11-04"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4200,4350,4500,4750,"Sufficient","2021-11-04"
"Bonga","White Teff (Quintal)",0,0,4300,4400,4500,4600,"Sufficient","2021-11-06"
"Dilla","White Teff (Quintal)",0,0,4300,4600,4500,4700,"Sufficient","2021-11-06"
"Adama City","White Teff (Quintal)",0,0,4200,4300,4400,4500,"Sufficient","2021-11-11"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4300,4400,4700,4800,"Sufficient","2021-11-11"
"Bonga","White Teff (Quintal)",0,0,4300,4400,4500,4600,"Sufficient","2021-11-13"
"Dilla","White Teff (Quintal)",0,0,4600,4650,4700,4700,"Sufficient","2021-11-13"
"Adama City","White Teff (Quintal)",0,0,4200,4300,4400,4500,"Sufficient","2021-11-18"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4350,4450,4700,4800,"Sufficient","2021-11-18"
"Bonga","White Teff (Quintal)",0,0,4100,4200,4300,4400,"Sufficient","2021-11-20"
"Dilla","White Teff (Quintal)",0,0,4500,4600,4600,4700,"Sufficient","2021-11-20"
"Adama City","White Teff (Quintal)",0,0,4400,4500,4600,4700,"Sufficient","2021-11-25"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4300,4500,4600,4800,"Sufficient","2021-11-25"
"Bonga","White Teff (Quintal)",0,0,4100,4200,4300,4400,"Sufficient","2021-11-27"
"Dilla","White Teff (Quintal)",0,0,4300,4600,4500,4700,"Sufficient","2021-11-27"
"Adama City","White Teff (Quintal)",0,0,4200,4300,4400,4500,"Over","2021-12-02"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4200,4500,4500,4800,"Sufficient","2021-12-02"
"Bonga","White Teff (Quintal)",0,0,4000,4100,4200,4300,"Sufficient","2021-12-04"
"Hawassa ","White Teff (Quintal)",0,0,4700,4750,4800,4900,"Sufficient","2021-12-06"
"Adama City","White Teff (Quintal)",0,0,4300,4400,4500,4600,"Under","2021-12-09"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4200,4500,4500,4800,"Sufficient","2021-12-09"
"Dilla","White Teff (Quintal)",0,0,4100,4500,4500,4700,"Sufficient","2021-12-11"
"Bonga","White Teff (Quintal)",0,0,4000,4100,4200,4300,"Sufficient","2021-12-11"
"Hawassa ","White Teff (Quintal)",0,0,4600,4700,4800,4900,"Sufficient","2021-12-13"
"Adama City","White Teff (Quintal)",0,0,4200,4300,4400,4500,"Sufficient","2021-12-16"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4100,4500,4300,4800,"Sufficient","2021-12-16"
"Bonga","White Teff (Quintal)",0,0,4000,4100,4200,4300,"Sufficient","2021-12-18"
"Dilla","White Teff (Quintal)",0,0,4400,4500,4600,4700,"Sufficient","2021-12-18"
"Hawassa ","White Teff (Quintal)",0,0,4700,4800,4900,5000,"Sufficient","2021-12-20"
"Hawassa ","White Teff (Quintal)",0,0,4700,4800,4900,5000,"Sufficient","2021-12-20"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4200,4500,4450,4700,"Sufficient","2021-12-23"
"Adama City","White Teff (Quintal)",0,0,4400,4500,4600,4700,"Sufficient","2021-12-23"
"Dilla","White Teff (Quintal)",0,0,4300,4400,4600,4700,"Sufficient","2021-12-25"
"Bonga","White Teff (Quintal)",0,0,4200,4300,4400,4500,"Sufficient","2021-12-25"
"Hawassa ","White Teff (Quintal)",0,0,4750,4800,4850,4900,"Sufficient","2021-12-27"
"Adama City","White Teff (Quintal)",0,0,4400,4500,4600,4700,"Over","2021-12-30"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4300,4500,4500,4800,"Sufficient","2021-12-30"
"Bonga","White Teff (Quintal)",0,0,4200,4300,4400,4500,"Sufficient","2022-01-01"
"Dilla","White Teff (Quintal)",0,0,4300,4500,4500,4600,"Sufficient","2022-01-01"
"Bonga","White Teff (Quintal)",0,0,4200,4300,4400,4500,"Sufficient","2022-01-01"
"Adama City","White Teff (Quintal)",0,0,4400,4500,4600,4700,"Over","2022-01-06"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4300,4500,4550,4800,"Sufficient","2022-01-06"
"Dilla","White Teff (Quintal)",0,0,4600,4700,4700,4900,"Sufficient","2022-01-08"
"Hawassa ","White Teff (Quintal)",0,0,4650,4700,4750,4800,"Sufficient","2022-01-10"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4300,4500,4400,4800,"Sufficient","2022-01-13"
"Adama City","White Teff (Quintal)",0,0,4400,4500,4600,4700,"Over","2022-01-13"
"Bonga","White Teff (Quintal)",0,0,4200,4300,4400,4500,"Sufficient","2022-01-15"
"Dilla","White Teff (Quintal)",0,0,4400,4500,4500,4700,"Sufficient","2022-01-15"
"Hawassa ","White Teff (Quintal)",0,0,4600,4650,4850,5000,"Sufficient","2022-01-17"
"Adama City","White Teff (Quintal)",0,0,4500,4600,4700,4800,"Sufficient","2022-01-20"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4300,4500,4400,4800,"Sufficient","2022-01-20"
"Bonga","White Teff (Quintal)",0,0,4300,4400,4500,4600,"Sufficient","2022-01-22"
"Dilla","White Teff (Quintal)",0,0,4400,4500,4700,4900,"Sufficient","2022-01-22"
"Hawassa ","White Teff (Quintal)",0,0,4650,4700,4800,4850,"Sufficient","2022-01-24"
"Woldia Gebeya","White Teff (Quintal)",4692,4761,0,0,4900,5037,"Sufficient","2022-01-25"
"Adama City","White Teff (Quintal)",0,0,4400,4500,4600,4700,"Over","2022-01-27"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4300,4500,4450,4800,"Sufficient","2022-01-27"
"Dilla","White Teff (Quintal)",0,0,4300,4500,4500,4800,"Sufficient","2022-01-29"
"Bonga","White Teff (Quintal)",0,0,4300,4400,4500,4600,"Sufficient","2022-01-29"
"Hawassa ","White Teff (Quintal)",0,0,4600,4650,4700,4800,"Sufficient","2022-01-31"
"Woldia Gebeya","White Teff (Quintal)",4554,4692,0,0,4761,4830,"Sufficient","2022-02-01"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4300,4450,4450,4750,"Sufficient","2022-02-03"
"Dilla","White Teff (Quintal)",0,0,4500,4600,4600,4800,"Sufficient","2022-02-05"
"Bonga","White Teff (Quintal)",0,0,4300,4400,4500,4600,"Sufficient","2022-02-05"
"Hawassa ","White Teff (Quintal)",0,0,4600,4650,4700,4900,"Sufficient","2022-02-07"
"Woldia Gebeya","White Teff (Quintal)",4554,4692,0,0,4692,4830,"Sufficient","2022-02-08"
"Adama City","White Teff (Quintal)",0,0,4300,4400,4500,4600,"Over","2022-02-10"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4350,4550,4500,4800,"Sufficient","2022-02-10"
"Bonga","White Teff (Quintal)",0,0,4300,4400,4500,4600,"Sufficient","2022-02-12"
"Dilla","White Teff (Quintal)",0,0,4300,4400,4500,4700,"Sufficient","2022-02-12"
"Hawassa ","White Teff (Quintal)",0,0,4700,4750,4900,4950,"Sufficient","2022-02-14"
"Woldia Gebeya","White Teff (Quintal)",4416,4485,0,0,4554,4692,"Sufficient","2022-02-15"
"Adama City","White Teff (Quintal)",0,0,4300,4400,4500,4600,"Over","2022-02-17"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4350,4500,4400,4800,"Sufficient","2022-02-17"
"Bonga","White Teff (Quintal)",0,0,4400,4500,4600,4700,"Sufficient","2022-02-19"
"Dilla","White Teff (Quintal)",0,0,4000,4500,4500,4700,"Sufficient","2022-02-19"
"Hawassa ","White Teff (Quintal)",0,0,4600,4650,4700,4850,"Sufficient","2022-02-21"
"Woldia Gebeya","White Teff (Quintal)",4416,4485,0,0,4554,4692,"Sufficient","2022-02-22"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4300,4500,4450,4800,"Sufficient","2022-02-24"
"Adama City","White Teff (Quintal)",0,0,4400,4500,4600,4700,"Sufficient","2022-02-24"
"Dilla","White Teff (Quintal)",0,0,4000,4300,4500,4600,"Sufficient","2022-02-26"
"Bonga","White Teff (Quintal)",0,0,4500,4600,4700,4800,"Sufficient","2022-02-26"
"Hawassa ","White Teff (Quintal)",0,0,4700,4750,4900,4950,"Sufficient","2022-02-28"
"Woldia Gebeya","White Teff (Quintal)",4209,4347,0,0,4416,4554,"Sufficient","2022-03-01"
"Adama City","White Teff (Quintal)",0,0,4400,4500,4600,4700,"Sufficient","2022-03-03"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4350,4500,4450,4800,"Sufficient","2022-03-03"
"Bonga","White Teff (Quintal)",0,0,4500,4600,4700,4800,"Sufficient","2022-03-05"
"Dilla","White Teff (Quintal)",0,0,4300,4500,4500,4800,"Sufficient","2022-03-05"
"Hawassa ","White Teff (Quintal)",0,0,4800,4850,5000,5050,"Sufficient","2022-03-07"
"Woldia Gebeya","White Teff (Quintal)",4278,4347,0,0,4416,4485,"Sufficient","2022-03-08"
"Adama City","White Teff (Quintal)",0,0,4400,4500,4600,4700,"Sufficient","2022-03-10"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4350,4500,4450,4800,"Sufficient","2022-03-10"
"Bonga","White Teff (Quintal)",0,0,4400,4500,4600,4700,"Sufficient","2022-03-12"
"Dilla","White Teff (Quintal)",0,0,4200,4600,4600,4800,"Sufficient","2022-03-12"
"Hawassa ","White Teff (Quintal)",0,0,4800,4850,5000,5050,"Sufficient","2022-03-14"
"Woldia Gebeya","White Teff (Quintal)",4416,4485,0,0,4485,4623,"Sufficient","2022-03-15"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4350,4500,4500,4800,"Sufficient","2022-03-17"
"Adama City","White Teff (Quintal)",0,0,4400,4500,4600,4700,"Sufficient","2022-03-17"
"Bonga","White Teff (Quintal)",0,0,4300,4400,4500,4600,"Sufficient","2022-03-19"
"Dilla","White Teff (Quintal)",0,0,4500,4600,4600,4800,"Sufficient","2022-03-19"
"Hawassa ","White Teff (Quintal)",0,0,4700,4750,4950,5000,"Sufficient","2022-03-21"
"Woldia Gebeya","White Teff (Quintal)",4416,4554,0,0,4554,4692,"Sufficient","2022-03-22"
"Adama City","White Teff (Quintal)",0,0,4400,4500,4650,4700,"Sufficient","2022-03-24"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4350,4500,4500,4800,"Sufficient","2022-03-24"
"Bonga","White Teff (Quintal)",0,0,4400,4500,4600,4700,"Sufficient","2022-03-26"
"Dilla","White Teff (Quintal)",0,0,4300,4500,4600,4700,"Sufficient","2022-03-26"
"Hawassa ","White Teff (Quintal)",0,0,4700,4750,4850,4900,"Sufficient","2022-03-28"
"Woldia Gebeya","White Teff (Quintal)",4416,4554,0,0,4554,4692,"Sufficient","2022-03-29"
"Adama City","White Teff (Quintal)",0,0,4500,4600,4700,4800,"Sufficient","2022-03-31"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4300,4500,4500,4800,"Sufficient","2022-03-31"
"Dilla","White Teff (Quintal)",0,0,4400,4600,4500,4800,"Sufficient","2022-04-02"
"Hawassa ","White Teff (Quintal)",0,0,4700,4750,4850,4900,"Sufficient","2022-04-04"
"Woldia Gebeya","White Teff (Quintal)",4278,4347,0,0,4416,4485,"Sufficient","2022-04-05"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4350,4500,4500,4800,"Sufficient","2022-04-07"
"Adama City","White Teff (Quintal)",0,0,4500,4600,4700,4800,"Sufficient","2022-04-07"
"Bonga","White Teff (Quintal)",0,0,4500,4600,4700,4800,"Sufficient","2022-04-09"
"Bonga","White Teff (Quintal)",0,0,4500,4600,4700,4800,"Sufficient","2022-04-09"
"Dilla","White Teff (Quintal)",0,0,4400,4600,4500,4800,"Sufficient","2022-04-09"
"Hawassa ","White Teff (Quintal)",0,0,4700,4750,4950,5000,"Sufficient","2022-04-11"
"Woldia Gebeya","White Teff (Quintal)",4278,4347,0,0,4416,4485,"Sufficient","2022-04-12"
"Adama City","White Teff (Quintal)",0,0,4500,4600,4700,4800,"Sufficient","2022-04-14"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4400,4500,4550,4850,"Sufficient","2022-04-14"
"Bonga","White Teff (Quintal)",0,0,4500,4600,4700,4800,"Sufficient","2022-04-16"
"Dilla","White Teff (Quintal)",0,0,4500,4600,4700,4800,"Sufficient","2022-04-16"
"Hawassa ","White Teff (Quintal)",0,0,4700,4750,4950,5000,"Sufficient","2022-04-18"
"Woldia Gebeya","White Teff (Quintal)",4347,4416,0,0,4416,4554,"Sufficient","2022-04-19"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4400,4500,4600,4900,"Sufficient","2022-04-21"
"Adama City","White Teff (Quintal)",0,0,4500,4600,4700,4800,"Sufficient","2022-04-21"
"Hawassa ","White Teff (Quintal)",0,0,4700,4750,4950,5000,"Sufficient","2022-04-25"
"Woldia Gebeya","White Teff (Quintal)",4278,4347,0,0,4416,4554,"Sufficient","2022-04-26"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4400,4500,4600,4900,"Sufficient","2022-04-28"
"Adama City","White Teff (Quintal)",0,0,4500,4600,4700,4800,"Sufficient","2022-04-28"
"Bonga","White Teff (Quintal)",0,0,4500,4600,4700,4800,"Sufficient","2022-04-30"
"Dilla","White Teff (Quintal)",0,0,4500,4700,4700,4900,"Sufficient","2022-04-30"
"Hawassa ","White Teff (Quintal)",0,0,4700,4750,4950,5000,"Sufficient","2022-05-02"
"Woldia Gebeya","White Teff (Quintal)",4416,4485,0,0,4485,4623,"Sufficient","2022-05-03"
"Adama City","White Teff (Quintal)",0,0,4500,4600,4700,4800,"Sufficient","2022-05-05"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4400,4550,4600,4900,"Sufficient","2022-05-05"
"Bonga","White Teff (Quintal)",0,0,4500,4600,4700,4800,"Sufficient","2022-05-07"
"Dilla","White Teff (Quintal)",0,0,4500,4500,4700,4700,"Sufficient","2022-05-07"
"Hawassa ","White Teff (Quintal)",0,0,4700,4750,5000,5100,"Sufficient","2022-05-09"
"Woldia Gebeya","White Teff (Quintal)",4623,4692,0,0,4692,4830,"Sufficient","2022-05-10"
"Adama City","White Teff (Quintal)",0,0,4700,4800,4900,5000,"Sufficient","2022-05-12"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4400,4550,4600,4900,"Sufficient","2022-05-12"
"Bonga","White Teff (Quintal)",0,0,4500,4600,4700,4800,"Sufficient","2022-05-14"
"Dilla","White Teff (Quintal)",0,0,4600,4700,4700,4800,"Sufficient","2022-05-14"
"Hawassa ","White Teff (Quintal)",0,0,4750,4800,4800,5100,"Sufficient","2022-05-16"
"Woldia Gebeya","White Teff (Quintal)",4830,4968,0,0,5037,5175,"Sufficient","2022-05-17"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4450,4550,4650,4900,"Sufficient","2022-05-19"
"Adama City","White Teff (Quintal)",0,0,4700,4800,4900,5000,"Sufficient","2022-05-19"
"Bonga","White Teff (Quintal)",0,0,4500,4600,4700,4800,"Sufficient","2022-05-21"
"Dilla","White Teff (Quintal)",0,0,4700,4800,4800,5000,"Sufficient","2022-05-21"
"Hawassa ","White Teff (Quintal)",0,0,4700,4750,4800,5200,"Sufficient","2022-05-23"
"Woldia Gebeya","White Teff (Quintal)",4968,5037,0,0,5037,5175,"Sufficient","2022-05-24"
"Adama City","White Teff (Quintal)",0,0,4800,4900,5000,5200,"Sufficient","2022-05-25"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4400,4550,4650,4900,"Sufficient","2022-05-26"
"Dilla","White Teff (Quintal)",0,0,4800,4900,4900,5000,"Sufficient","2022-05-28"
"Hawassa ","White Teff (Quintal)",0,0,4700,4750,4800,5100,"Sufficient","2022-05-30"
"Woldia Gebeya","White Teff (Quintal)",4830,4968,0,0,4968,5106,"Sufficient","2022-05-31"
"Adama City","White Teff (Quintal)",0,0,4900,5000,5100,5200,"Sufficient","2022-06-02"
"Bahir Dar kebele 04","White Teff (Quintal)",0,0,4400,4550,4650,4900,"Sufficient","2022-06-02"
"Bonga","White Teff (Quintal)",0,0,4500,4600,4700,4800,"Sufficient","2022-06-04"
"Dilla","White Teff (Quintal)",0,0,4600,4800,4800,5000,"Sufficient","2022-06-04"
